male,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,age_at_first_arrest,marital_status,slevel,rs_fta,rs_grecid,rs_vrecid,ds_fta,ds_grecid,ds_vrecid,fta_text,grecid_text,vrecid_text
0,22,0,0,5,0,21,Single,1,14.0,-0.71,-1.92,1,5,5,Low,Medium,Medium
1,24,0,0,0,0,23,Significant Other,1,16.0,-1.22,-2.4,2,2,3,Low,Low,Low
1,54,0,0,0,0,52,Married,1,17.0,-1.33,-3.42,2,2,1,Low,Low,Low
1,50,0,0,0,2,37,Single,2,40.0,-0.19,-1.9,10,6,5,High,Medium,Medium
0,22,0,0,0,0,22,Single,1,22.0,-0.97,-2.14,5,4,4,Medium,Low,Low
1,20,0,0,4,2,18,Single,2,12.0,-0.37,-1.34,1,5,7,Low,Medium,Medium
1,25,0,0,0,1,18,Single,1,20.0,-0.75,-1.97,3,3,5,Low,Low,Medium
0,46,0,0,0,0,43,Married,1,13.0,-2.18,-3.79,1,1,1,Low,Low,Low
1,52,0,0,0,4,38,Separated,2,24.0,-0.25,-3.5,6,6,1,Medium,Medium,Low
0,53,0,0,0,1,52,Divorced,2,30.0,-0.45,-3.49,9,6,1,High,Medium,Low
1,26,0,0,1,1,22,Single,3,22.0,0.78,-1.73,5,10,6,Medium,High,Medium
1,22,0,0,0,0,20,Single,1,14.0,-0.69,-1.87,1,4,5,Low,Low,Medium
1,49,0,0,0,0,47,Significant Other,2,20.0,-0.14,-1.7,3,6,6,Low,Medium,Medium
0,21,0,0,0,0,21,Single,2,13.0,-0.3,-1.96,1,7,5,Low,Medium,Medium
1,38,1,0,0,10,16,Single,1,17.0,-0.56,-3.2,2,4,1,Low,Low,Low
0,36,0,0,0,9,29,Single,1,12.0,-1.92,-3.36,1,1,1,Low,Low,Low
0,22,0,0,0,1,21,Single,1,17.0,-0.89,-1.98,2,4,4,Low,Low,Low
0,34,0,0,0,5,30,Significant Other,1,13.0,-1.36,-3.17,1,2,1,Low,Low,Low
1,18,5,0,2,4,16,Single,3,12.0,-0.37,-0.99,1,5,9,Low,Medium,High
1,30,0,0,0,0,28,Single,1,19.0,-1.22,-2.69,3,2,2,Low,Low,Low
0,26,0,0,0,3,20,Single,2,14.0,-0.46,-2.18,1,6,4,Low,Medium,Low
1,53,0,0,0,0,52,Single,1,13.0,-2.45,-4.03,1,1,1,Low,Low,Low
0,23,0,0,0,0,21,Single,2,25.0,-0.45,-1.92,7,6,5,Medium,Medium,Medium
0,32,0,0,1,8,23,Single,1,15.0,-0.62,-2.79,1,5,2,Low,Medium,Low
1,71,0,0,0,1,69,Married,1,19.0,-2.5,-4.18,3,1,1,Low,Low,Low
1,50,0,0,0,1,44,Significant Other,1,13.0,-2.33,-3.94,1,1,1,Low,Low,Low
1,44,0,0,0,1,37,Single,1,19.0,-2.06,-3.82,3,1,1,Low,Low,Low
1,53,0,0,0,9,20,Single,2,37.0,-0.57,-1.27,10,4,7,High,Low,Medium
1,27,0,0,0,0,25,Married,1,14.0,-1.15,-2.42,1,2,3,Low,Low,Low
1,22,0,0,0,4,18,Single,2,18.0,-0.05,-1.41,3,7,7,Low,Medium,Medium
1,27,0,0,0,6,20,Married,1,16.0,-0.4,-1.97,2,5,5,Low,Medium,Medium
1,27,0,0,0,4,25,Single,1,17.0,-0.68,-2.62,2,4,2,Low,Low,Low
1,25,0,0,0,2,19,Single,2,14.0,-0.15,-1.31,1,6,7,Low,Medium,Medium
1,48,0,0,0,18,36,Single,2,29.0,-0.13,-2.96,8,6,1,High,Medium,Low
1,19,0,1,3,1,18,Single,4,15.0,1.24,-0.19,1,10,10,Low,High,High
1,53,0,0,0,0,50,Single,1,24.0,-1.23,-3.52,6,2,1,Medium,Low,Low
1,35,0,0,0,0,35,Single,1,23.0,-0.89,-2.62,5,3,2,Medium,Low,Low
1,52,1,0,0,18,18,Single,2,25.0,-0.02,-2.21,6,7,4,Medium,Medium,Low
1,39,0,0,0,0,36,Single,1,17.0,-0.87,-2.19,2,3,4,Low,Low,Low
1,37,0,0,0,2,31,Single,1,15.0,-0.58,-2.51,1,4,3,Low,Low,Low
1,27,1,0,0,6,18,Single,3,19.0,0.3,-1.9,3,8,5,Low,High,Medium
0,29,0,0,0,1,28,Significant Other,1,21.0,-0.83,-2.69,4,4,2,Low,Low,Low
0,21,0,0,0,2,19,Single,4,23.0,0.88,-1.25,6,10,8,Medium,High,High
0,24,0,0,0,7,18,Single,3,14.0,0.18,-1.43,1,9,7,Low,High,Medium
1,33,0,0,0,0,30,Single,1,19.0,-1.49,-3.11,3,1,1,Low,Low,Low
0,24,0,0,4,1,21,Single,1,11.0,-0.95,-2.0,1,4,4,Low,Low,Low
1,46,0,0,0,1,19,Single,1,13.0,-1.91,-3.7,1,1,1,Low,Low,Low
1,32,0,0,0,7,20,Single,2,15.0,0.0,-2.46,1,7,3,Low,Medium,Low
1,24,0,0,0,2,21,Single,1,13.0,-0.96,-2.12,1,3,4,Low,Low,Low
0,38,0,0,0,0,36,Divorced,1,16.0,-1.97,-2.97,2,1,1,Low,Low,Low
1,30,0,2,2,13,19,Single,4,24.0,0.83,-0.93,6,10,9,Medium,High,High
0,50,0,0,0,0,49,Divorced,1,11.0,-1.12,-1.96,1,3,5,Low,Low,Medium
0,22,0,0,0,1,18,Single,1,15.0,-0.74,-1.8,1,5,5,Low,Medium,Medium
1,26,0,0,0,0,25,Married,1,13.0,-1.58,-2.81,1,1,2,Low,Low,Low
1,26,0,2,2,27,18,Single,4,25.0,0.39,-0.58,6,9,10,Medium,High,High
1,57,0,0,0,2,54,Single,1,19.0,-2.64,-4.2,3,1,1,Low,Low,Low
1,32,0,0,0,0,31,Single,1,25.0,-0.97,-2.89,6,3,2,Medium,Low,Low
1,43,0,0,0,0,40,Married,1,13.0,-2.04,-3.58,1,1,1,Low,Low,Low
1,22,0,0,0,0,19,Single,2,13.0,-0.2,-1.5,1,6,6,Low,Medium,Medium
1,26,0,0,0,1,23,Single,1,26.0,-0.55,-2.55,7,4,3,Medium,Low,Low
0,28,0,0,0,9,22,Single,4,33.0,0.34,-0.95,9,9,9,High,High,High
1,32,0,0,0,5,23,Single,3,17.0,0.63,-1.7,2,10,6,Low,High,Medium
1,51,0,0,0,3,26,Single,1,16.0,-0.72,-2.5,2,4,3,Low,Low,Low
1,31,0,0,0,0,29,Married,1,13.0,-1.6,-2.95,1,1,1,Low,Low,Low
1,30,0,0,0,7,20,Single,1,21.0,-0.78,-2.6,4,3,2,Low,Low,Low
1,41,0,0,0,3,40,Married,1,15.0,-1.56,-3.43,1,1,1,Low,Low,Low
1,63,0,0,0,3,34,Divorced,1,20.0,-1.5,-3.61,3,1,1,Low,Low,Low
1,24,0,0,0,1,19,Single,2,18.0,-0.02,-1.86,3,7,5,Low,Medium,Medium
1,48,0,0,0,3,29,Single,1,15.0,-1.27,-3.01,1,2,1,Low,Low,Low
1,26,0,0,0,0,25,Single,1,18.0,-0.96,-2.26,3,3,3,Low,Low,Low
1,31,0,0,0,6,20,Single,1,15.0,-1.12,-2.93,1,2,2,Low,Low,Low
0,51,0,0,0,0,51,Single,1,17.0,-1.17,-3.14,2,3,1,Low,Low,Low
1,27,1,2,1,6,16,Single,4,18.0,1.12,-0.55,3,10,10,Low,High,High
1,25,0,0,0,0,23,Single,1,12.0,-0.72,-2.01,1,4,4,Low,Low,Low
0,24,0,0,0,1,20,Single,1,15.0,-1.24,-2.48,1,3,3,Low,Low,Low
1,36,1,0,0,7,16,Single,3,24.0,0.26,-2.1,6,8,4,Medium,High,Low
1,56,0,0,0,3,38,Divorced,1,23.0,-0.89,-2.92,5,3,2,Medium,Low,Low
0,29,0,0,0,1,21,Single,1,17.0,-0.99,-2.53,2,4,3,Low,Low,Low
0,30,0,0,0,3,29,Single,1,23.0,-1.16,-2.95,6,3,1,Medium,Low,Low
1,21,0,0,0,1,19,Single,2,14.0,-0.39,-1.69,1,5,6,Low,Medium,Medium
1,21,0,0,0,0,19,Married,4,19.0,0.13,-0.93,3,8,9,Low,High,High
1,22,0,0,0,1,20,Single,1,14.0,-0.53,-1.81,1,4,5,Low,Low,Medium
0,28,0,0,0,0,26,Single,1,12.0,-1.48,-2.76,1,2,2,Low,Low,Low
1,35,0,0,0,2,33,Single,1,13.0,-1.49,-3.13,1,1,1,Low,Low,Low
1,23,0,0,0,0,20,Single,1,12.0,-1.02,-1.96,1,2,5,Low,Low,Medium
0,49,0,0,0,0,49,Single,1,29.0,-0.66,-3.44,9,5,1,High,Medium,Low
1,48,0,0,0,4,23,Married,3,26.0,0.15,-1.99,7,8,4,Medium,High,Low
1,49,0,0,0,14,20,Single,1,28.0,-0.57,-3.59,8,4,1,High,Low,Low
1,22,0,1,2,4,21,Single,3,15.0,0.3,-1.74,1,8,5,Low,High,Medium
1,27,0,0,0,5,22,Single,3,28.0,0.65,-1.52,8,10,6,High,High,Medium
1,37,0,0,0,2,32,Single,3,23.0,0.58,-1.41,5,9,7,Medium,High,Medium
1,33,0,0,0,0,31,Single,1,13.0,-1.69,-3.08,1,1,1,Low,Low,Low
1,44,0,0,0,1,43,Single,1,14.0,-1.58,-3.07,1,1,1,Low,Low,Low
1,22,0,0,0,2,20,Single,1,14.0,-0.39,-1.9,1,5,5,Low,Medium,Medium
0,44,0,0,0,1,43,Single,1,14.0,-1.52,-3.51,1,2,1,Low,Low,Low
1,23,0,0,1,5,18,Single,2,14.0,0.0,-1.98,1,7,4,Low,Medium,Low
1,44,0,0,0,0,44,Single,1,23.0,-0.37,-3.12,5,5,1,Medium,Medium,Low
1,69,0,0,0,1,66,Divorced,1,12.0,-2.34,-4.02,1,1,1,Low,Low,Low
1,49,0,0,0,0,49,Single,3,23.0,0.28,-1.93,5,8,5,Medium,High,Medium
1,22,0,0,1,0,20,Single,2,15.0,-0.07,-1.52,1,7,6,Low,Medium,Medium
1,24,0,0,0,0,22,Single,1,13.0,-0.55,-2.42,1,4,3,Low,Low,Low
1,44,0,0,0,2,41,Single,2,22.0,0.01,-2.15,5,7,4,Medium,Medium,Low
1,64,0,0,0,5,37,Single,1,22.0,-1.18,-3.64,5,2,1,Medium,Low,Low
1,26,0,0,0,4,19,Single,2,15.0,-0.68,-1.53,1,4,6,Low,Low,Medium
0,26,0,0,0,0,24,Single,1,11.0,-1.38,-2.56,1,2,2,Low,Low,Low
1,29,0,0,0,2,25,Single,2,20.0,-0.3,-1.9,3,6,5,Low,Medium,Medium
1,69,0,0,0,0,68,Married,1,13.0,-2.89,-4.5,1,1,1,Low,Low,Low
1,26,0,0,1,0,24,Single,1,13.0,-1.37,-2.64,1,2,2,Low,Low,Low
1,35,0,0,0,1,31,Single,3,18.0,0.31,-1.88,3,9,5,Low,High,Medium
1,30,0,0,0,1,28,Single,1,12.0,-1.59,-3.02,1,1,1,Low,Low,Low
1,23,0,0,1,3,18,Single,4,19.0,0.33,-0.99,3,9,9,Low,High,High
1,25,0,0,0,2,18,Single,2,16.0,-0.17,-1.99,2,6,4,Low,Medium,Low
1,23,0,0,0,1,20,Single,2,13.0,-0.21,-1.91,1,6,5,Low,Medium,Medium
1,42,0,0,0,1,39,Single,1,19.0,-1.11,-2.65,3,2,2,Low,Low,Low
1,31,0,0,0,9,19,Single,3,25.0,1.04,-2.07,6,10,4,Medium,High,Low
1,23,0,0,0,0,22,Single,1,12.0,-0.53,-2.06,1,4,4,Low,Low,Low
1,23,0,0,0,0,23,Single,1,12.0,-1.1,-2.24,1,2,3,Low,Low,Low
0,28,0,0,0,0,25,Divorced,1,12.0,-1.29,-2.54,1,3,3,Low,Low,Low
1,20,0,0,0,0,18,Single,2,13.0,-0.82,-1.53,1,3,6,Low,Low,Medium
1,41,0,0,0,3,32,Single,3,27.0,0.34,-1.54,7,9,6,Medium,High,Medium
0,24,0,2,0,7,22,Single,2,13.0,-0.31,-1.98,1,7,4,Low,Medium,Low
0,36,0,1,0,6,18,Single,2,27.0,-0.21,-2.92,8,7,2,High,Medium,Low
1,37,0,0,0,6,22,Significant Other,1,17.0,-1.07,-3.34,2,2,1,Low,Low,Low
0,21,0,0,0,1,18,Single,4,19.0,0.4,-0.86,3,9,9,Low,High,High
1,27,0,0,0,8,19,Single,2,16.0,-0.46,-1.55,2,5,6,Low,Medium,Medium
1,30,0,0,1,2,19,Married,1,21.0,-1.18,-2.19,4,2,4,Low,Low,Low
1,26,0,0,0,2,23,Single,1,16.0,-0.61,-2.48,2,4,3,Low,Low,Low
1,42,0,0,0,0,40,Single,1,16.0,-1.43,-3.18,2,1,1,Low,Low,Low
1,23,0,0,0,8,18,Single,3,19.0,0.76,-1.59,3,10,6,Low,High,Medium
1,43,0,0,0,1,40,Married,1,16.0,-2.14,-3.66,2,1,1,Low,Low,Low
1,22,0,0,0,3,18,Single,2,17.0,-0.16,-1.51,2,6,6,Low,Medium,Medium
0,55,0,0,0,0,53,Single,1,25.0,-1.88,-4.12,7,1,1,Medium,Low,Low
1,29,0,0,0,0,27,Single,3,34.0,0.25,-2.49,10,8,3,High,High,Low
1,44,0,0,1,16,20,Single,3,24.0,0.02,-1.18,6,7,8,Medium,Medium,High
1,38,0,0,0,0,36,Single,1,24.0,-0.93,-2.44,6,3,3,Medium,Low,Low
1,33,0,0,0,0,32,Single,1,11.0,-1.44,-3.01,1,1,1,Low,Low,Low
1,24,0,0,0,1,23,Single,2,17.0,-0.13,-2.05,2,6,4,Low,Medium,Low
1,23,0,0,0,0,21,Single,2,18.0,-0.74,-1.59,3,4,6,Low,Low,Medium
0,64,0,0,0,0,61,Divorced,1,23.0,-2.0,-4.04,6,1,1,Medium,Low,Low
1,48,0,0,0,0,46,Married,1,11.0,-2.3,-3.86,1,1,1,Low,Low,Low
1,36,0,0,0,1,34,Single,1,25.0,-1.14,-3.05,6,2,1,Medium,Low,Low
1,32,0,1,2,11,20,Single,1,20.0,-0.32,-2.22,3,5,4,Low,Medium,Low
1,59,0,0,0,0,57,Single,1,15.0,-1.93,-3.75,1,1,1,Low,Low,Low
0,39,0,0,0,0,37,Single,1,18.0,-0.68,-2.79,3,5,2,Low,Medium,Low
1,30,0,0,0,0,27,Single,1,15.0,-1.14,-2.49,1,2,3,Low,Low,Low
0,22,0,0,0,1,20,Single,1,21.0,-1.01,-1.99,4,4,4,Low,Low,Low
1,20,0,0,0,2,19,Single,2,13.0,-0.25,-1.48,1,6,7,Low,Medium,Medium
1,21,0,0,0,0,19,Single,2,12.0,-0.54,-1.48,1,4,7,Low,Low,Medium
1,24,0,0,0,0,22,Single,1,12.0,-0.53,-1.94,1,4,5,Low,Low,Medium
1,49,0,0,0,2,46,Single,1,14.0,-1.93,-3.89,1,1,1,Low,Low,Low
1,55,0,0,0,10,24,Widowed,3,26.0,0.16,-2.3,7,8,3,Medium,High,Low
1,50,0,0,0,2,46,Divorced,1,16.0,-1.8,-3.92,2,1,1,Low,Low,Low
1,30,0,0,0,3,19,Single,2,18.0,-0.05,-1.49,3,7,7,Low,Medium,Medium
1,51,0,0,0,12,22,Single,4,39.0,0.29,-1.22,10,8,8,High,High,High
1,21,0,2,0,2,19,Single,4,16.0,0.48,-1.09,2,9,8,Low,High,High
1,21,1,0,2,1,19,Single,4,20.0,0.81,-0.61,3,10,10,Low,High,High
1,24,0,0,0,1,22,Single,1,14.0,-0.49,-2.12,1,5,4,Low,Medium,Low
1,31,0,0,0,1,29,Single,3,17.0,0.74,-1.73,2,10,6,Low,High,Medium
1,22,0,0,0,2,21,Single,1,11.0,-0.79,-1.9,1,3,5,Low,Low,Medium
1,23,0,0,0,2,21,Single,2,18.0,-0.1,-1.46,3,7,7,Low,Medium,Medium
1,23,0,0,0,0,20,Single,3,13.0,-0.05,-1.06,1,7,8,Low,Medium,High
1,32,0,0,0,4,30,Married,1,15.0,-0.64,-2.56,1,4,2,Low,Low,Low
1,28,0,0,0,11,18,Single,2,20.0,-0.24,-1.91,3,6,5,Low,Medium,Medium
1,50,1,0,0,16,17,Single,3,37.0,1.13,-1.48,10,10,7,High,High,Medium
1,24,0,0,1,0,22,Single,1,13.0,-1.02,-2.13,1,2,4,Low,Low,Low
1,46,0,0,0,1,35,Single,1,17.0,-1.59,-3.42,2,1,1,Low,Low,Low
0,19,0,0,0,1,19,Single,1,23.0,-0.93,-1.8,6,4,5,Medium,Low,Medium
1,31,0,0,0,1,29,Married,1,12.0,-1.69,-3.03,1,1,1,Low,Low,Low
1,29,0,0,0,3,22,Single,1,13.0,-0.57,-2.47,1,4,3,Low,Low,Low
1,41,0,0,0,6,24,Single,2,23.0,-0.16,-2.66,5,6,2,Medium,Medium,Low
1,28,0,0,0,4,24,Married,1,13.0,-0.86,-2.12,1,3,4,Low,Low,Low
1,21,0,0,0,0,20,Single,2,18.0,-0.18,-1.27,3,6,7,Low,Medium,Medium
1,29,0,0,0,6,20,Single,1,19.0,-0.65,-2.61,3,4,2,Low,Low,Low
1,49,0,0,0,0,46,Married,1,20.0,-0.32,-2.6,3,5,2,Low,Medium,Low
1,21,0,0,1,0,21,Single,4,21.0,0.91,-0.42,4,10,10,Low,High,High
1,59,0,0,0,39,25,Married,2,19.0,-0.05,-3.43,3,7,1,Low,Medium,Low
1,36,0,0,0,0,35,Significant Other,1,16.0,-0.46,-2.7,2,5,2,Low,Medium,Low
1,28,0,0,0,7,22,Single,4,30.0,0.92,-0.48,8,10,10,High,High,High
1,26,0,0,0,0,25,Single,1,13.0,-1.02,-2.55,1,2,3,Low,Low,Low
1,36,0,0,0,4,19,Married,1,16.0,-0.52,-2.29,2,4,3,Low,Low,Low
1,34,0,0,0,0,34,Single,1,16.0,-1.19,-3.0,2,2,1,Low,Low,Low
1,42,0,0,0,0,40,Married,1,16.0,-2.19,-3.67,2,1,1,Low,Low,Low
0,43,0,0,0,1,42,Single,1,16.0,-1.9,-3.55,2,1,1,Low,Low,Low
1,45,0,0,0,0,45,Divorced,1,15.0,-1.73,-3.38,1,1,1,Low,Low,Low
1,22,0,0,0,0,22,Single,2,14.0,-0.03,-1.62,1,7,6,Low,Medium,Medium
1,38,0,0,0,4,26,Single,1,23.0,-1.14,-2.69,5,2,2,Medium,Low,Low
1,30,0,0,0,2,28,Single,1,13.0,-1.69,-3.0,1,1,1,Low,Low,Low
1,22,0,0,1,3,20,Single,2,13.0,-0.25,-1.39,1,6,7,Low,Medium,Medium
1,46,0,0,0,0,43,Single,1,22.0,-1.11,-2.84,5,2,2,Medium,Low,Low
1,54,0,0,0,0,53,Single,1,11.0,-2.52,-4.09,1,1,1,Low,Low,Low
1,63,0,0,0,1,50,Divorced,1,21.0,-1.94,-3.6,4,1,1,Low,Low,Low
1,38,0,0,0,0,36,Single,1,14.0,-0.81,-2.39,1,3,3,Low,Low,Low
1,36,0,0,0,0,34,Single,2,21.0,-0.18,-3.16,4,6,1,Low,Medium,Low
1,31,0,0,0,11,22,Single,4,32.0,0.12,-0.91,9,8,9,High,High,High
0,27,0,1,0,10,20,Single,2,19.0,-0.34,-1.74,3,7,5,Low,Medium,Medium
1,22,0,0,0,6,18,Single,3,15.0,0.61,-1.44,1,9,7,Low,High,Medium
1,29,0,0,0,11,19,Single,3,22.0,0.83,-1.79,4,10,5,Low,High,Medium
1,23,0,0,0,6,19,Single,1,12.0,-0.59,-1.9,1,4,5,Low,Low,Medium
1,39,0,0,0,2,35,Significant Other,1,14.0,-1.2,-3.34,1,2,1,Low,Low,Low
1,47,0,0,0,0,45,Single,1,15.0,-1.17,-3.3,1,2,1,Low,Low,Low
1,26,0,0,0,7,18,Single,4,26.0,0.96,-1.08,7,10,8,Medium,High,High
0,21,0,0,0,0,19,Single,2,11.0,-0.64,-1.56,1,5,6,Low,Medium,Medium
1,55,0,0,0,12,20,Single,3,31.0,0.27,-1.65,9,8,6,High,High,Medium
1,63,0,0,0,2,60,Single,1,16.0,-1.79,-3.43,2,1,1,Low,Low,Low
1,27,0,0,0,2,26,Single,1,11.0,-1.27,-2.78,1,2,2,Low,Low,Low
1,55,0,0,0,27,27,Single,1,22.0,-0.37,-3.69,5,5,1,Medium,Medium,Low
1,60,0,0,0,3,53,Widowed,1,15.0,-2.58,-4.23,1,1,1,Low,Low,Low
1,57,0,0,0,21,20,Divorced,1,24.0,-1.45,-3.38,6,1,1,Medium,Low,Low
0,20,0,0,0,0,19,Single,1,12.0,-0.88,-1.76,1,4,5,Low,Low,Medium
1,24,0,0,0,1,22,Single,1,12.0,-1.05,-2.2,1,2,4,Low,Low,Low
1,54,0,0,0,2,45,Married,1,16.0,-1.16,-3.42,2,2,1,Low,Low,Low
1,30,0,0,0,2,21,Single,1,18.0,-0.65,-2.55,3,4,3,Low,Low,Low
1,26,0,1,0,3,26,Single,2,16.0,-0.16,-1.46,2,6,7,Low,Medium,Medium
1,26,0,0,0,0,25,Single,1,20.0,-0.32,-2.39,3,5,3,Low,Medium,Low
1,37,0,0,0,1,36,Single,1,25.0,-1.19,-3.33,6,2,1,Medium,Low,Low
1,25,0,0,0,4,18,Single,3,24.0,-0.31,-1.17,5,5,8,Medium,Medium,High
1,34,0,0,0,0,32,Single,1,13.0,-1.4,-2.89,1,1,2,Low,Low,Low
1,60,0,0,0,7,24,Single,3,24.0,0.1,-2.17,6,8,4,Medium,High,Low
0,48,0,0,0,4,36,Widowed,1,15.0,-1.76,-3.46,1,1,1,Low,Low,Low
1,25,1,1,0,2,18,Single,2,22.0,-0.01,-1.54,5,7,6,Medium,Medium,Medium
1,57,0,0,0,0,55,Married,1,11.0,-2.5,-4.1,1,1,1,Low,Low,Low
0,26,0,0,0,1,23,Married,1,21.0,-1.02,-2.68,4,4,2,Low,Low,Low
1,46,0,0,0,2,44,Single,1,17.0,-0.49,-2.75,2,5,2,Low,Medium,Low
1,21,0,0,0,0,20,Single,1,11.0,-0.86,-1.87,1,3,5,Low,Low,Medium
1,32,0,0,1,8,19,Single,3,20.0,0.41,-2.22,3,9,4,Low,High,Low
0,25,0,0,0,5,19,Single,3,16.0,0.33,-1.81,2,9,5,Low,High,Medium
1,30,0,0,0,14,23,Single,2,26.0,0.06,-2.46,7,7,3,Medium,Medium,Low
0,20,0,0,0,0,18,Single,2,13.0,-0.72,-1.45,1,5,7,Low,Medium,Medium
1,35,0,0,0,4,31,Single,3,29.0,0.22,-1.47,8,8,7,High,High,Medium
0,33,0,0,0,2,21,Single,1,15.0,-1.14,-2.84,1,3,2,Low,Low,Low
1,18,4,0,0,3,15,Single,4,21.0,0.61,-0.53,4,9,10,Low,High,High
1,26,0,0,0,2,18,Single,2,17.0,-0.4,-1.73,2,5,6,Low,Medium,Medium
1,49,0,0,0,10,23,Single,1,29.0,-0.46,-2.12,8,5,4,High,Medium,Low
1,53,0,0,0,3,44,Divorced,1,13.0,-1.84,-3.71,1,1,1,Low,Low,Low
1,29,0,0,0,2,21,Single,1,20.0,-0.55,-2.78,3,4,2,Low,Low,Low
1,39,0,0,0,3,32,Single,3,26.0,0.5,-2.86,7,9,2,Medium,High,Low
1,28,0,0,0,6,22,Significant Other,1,13.0,-0.7,-2.41,1,4,3,Low,Low,Low
1,53,0,0,0,20,21,Married,1,30.0,-0.41,-1.8,8,5,5,High,Medium,Medium
1,57,0,0,0,1,54,Single,1,22.0,-2.36,-3.96,5,1,1,Medium,Low,Low
1,44,0,0,0,5,41,Single,1,16.0,-1.24,-3.73,2,2,1,Low,Low,Low
1,29,0,1,0,3,27,Single,3,21.0,0.69,-1.81,4,10,5,Low,High,Medium
1,27,0,0,0,0,24,Single,1,11.0,-1.14,-2.36,1,2,3,Low,Low,Low
1,22,0,0,0,2,18,Single,3,15.0,0.72,-1.46,1,10,7,Low,High,Medium
1,39,0,0,0,4,38,Single,1,23.0,-1.23,-2.99,5,2,1,Medium,Low,Low
1,48,0,0,0,0,46,Single,1,22.0,-1.1,-3.58,5,2,1,Medium,Low,Low
1,29,0,0,0,0,28,Single,1,19.0,-1.31,-2.7,3,2,2,Low,Low,Low
1,25,0,0,0,1,24,Significant Other,1,16.0,-0.54,-2.23,2,4,4,Low,Low,Low
1,67,0,0,0,0,65,Single,1,11.0,-2.8,-4.4,1,1,1,Low,Low,Low
1,29,0,0,1,2,22,Single,1,14.0,-0.4,-2.39,1,5,3,Low,Medium,Low
0,53,0,0,0,3,47,Married,1,15.0,-1.51,-3.45,1,2,1,Low,Low,Low
1,43,0,0,0,0,43,Divorced,1,13.0,-2.22,-3.71,1,1,1,Low,Low,Low
1,23,0,0,0,1,21,Single,1,14.0,-0.44,-1.94,1,5,5,Low,Medium,Medium
1,49,0,0,0,0,46,Married,1,16.0,-1.63,-2.96,2,1,1,Low,Low,Low
0,56,0,0,0,8,24,Unknown,1,17.0,-0.7,-3.45,2,5,1,Low,Medium,Low
0,44,0,0,0,0,42,Single,1,13.0,-1.81,-3.26,1,1,1,Low,Low,Low
1,28,0,0,0,3,21,Single,1,15.0,-0.9,-2.38,1,3,3,Low,Low,Low
0,55,0,0,0,0,53,Divorced,1,15.0,-2.62,-4.17,1,1,1,Low,Low,Low
1,26,1,0,0,10,18,Single,4,19.0,1.14,-0.59,3,10,10,Low,High,High
1,51,0,0,0,2,49,Single,1,26.0,-1.6,-2.98,7,1,1,Medium,Low,Low
1,46,0,0,0,0,44,Married,1,11.0,-2.41,-3.91,1,1,1,Low,Low,Low
1,30,0,0,0,1,27,Divorced,1,11.0,-0.93,-2.62,1,3,2,Low,Low,Low
0,48,0,0,0,0,43,Single,2,34.0,-0.5,-3.62,10,6,1,High,Medium,Low
1,45,0,0,0,6,25,Single,2,36.0,-0.29,-3.32,10,6,1,High,Medium,Low
0,33,0,0,0,0,33,Married,1,16.0,-1.54,-3.04,2,2,1,Low,Low,Low
1,24,0,0,0,1,23,Single,1,13.0,-1.31,-2.48,1,2,3,Low,Low,Low
1,77,0,0,0,1,78,Married,1,11.0,-2.8,-4.46,1,1,1,Low,Low,Low
1,21,0,2,2,2,19,Single,3,19.0,0.9,-1.35,3,10,7,Low,High,Medium
1,46,0,0,0,11,19,Single,2,33.0,-0.28,-2.64,9,6,2,High,Medium,Low
1,54,0,0,0,4,24,Married,1,20.0,-1.0,-3.51,3,3,1,Low,Low,Low
1,54,0,0,0,3,30,Divorced,1,21.0,-1.25,-3.29,4,2,1,Low,Low,Low
1,26,0,0,0,15,19,Single,3,17.0,0.36,-1.56,2,9,6,Low,High,Medium
1,23,0,1,1,8,19,Single,3,15.0,0.34,-1.61,1,9,6,Low,High,Medium
1,27,0,0,0,1,25,Single,1,11.0,-1.29,-2.57,1,2,2,Low,Low,Low
1,21,0,0,0,2,19,Single,4,16.0,0.59,-1.25,2,9,8,Low,High,High
0,38,0,0,0,0,37,Separated,1,17.0,-1.03,-3.06,2,3,1,Low,Low,Low
1,39,0,0,0,2,26,Divorced,1,13.0,-1.17,-2.92,1,2,2,Low,Low,Low
1,35,0,0,0,13,18,Single,2,19.0,-0.01,-2.53,3,7,3,Low,Medium,Low
1,20,0,0,1,1,19,Single,3,17.0,0.74,-1.44,2,10,7,Low,High,Medium
1,29,0,0,0,1,27,Single,1,11.0,-1.4,-2.72,1,1,2,Low,Low,Low
1,30,1,0,0,9,20,Single,1,16.0,-0.69,-2.09,2,4,4,Low,Low,Low
1,29,0,0,0,2,20,Single,2,23.0,-0.09,-1.69,5,7,6,Medium,Medium,Medium
1,41,0,0,0,6,33,Single,1,23.0,-0.95,-2.2,5,3,4,Medium,Low,Low
1,32,0,0,0,1,29,Single,4,22.0,0.7,-1.19,5,10,8,Medium,High,High
1,48,0,0,0,12,27,Married,2,24.0,-0.28,-2.28,6,6,3,Medium,Medium,Low
1,25,0,0,0,0,25,Single,1,15.0,-0.57,-2.21,1,4,4,Low,Low,Low
1,39,0,0,0,2,29,Single,2,23.0,-0.27,-2.5,5,6,3,Medium,Medium,Low
